09.2022 	198349 	1772459 	144 	 	สร 	
09.2022 	198349 	1773135 	4032 	 	สร 	
09.2022 	198349 	1773007 	288 	 	สร 	
09.2022 	198349 	1772987 	3264 	 	สร 	
09.2022 	198349 	1773129 	40656 	 	สร 	
09.2022 	198349 	3015072 	816 	 	สร 	
09.2022 	198349 	1773237 	6912 	 	สร 	
09.2022 	198349 	1653669 	336 	 	สร 	
09.2022 	198349 	3051127 	10656 	 	สร 	
09.2022 	198349 	3064773 	48 	 	สร 	
09.2022 	198349 	3064533 	576 	 	สร 	
09.2022 	198349 	3149273 	864 	 	สร 	
09.2022 	198349 	3149892 	144 	 	สร 	
09.2022 	198349 	3149912 	2592 	 	สร 	
09.2022 	198349 	3148648 	12960 	 	สร 	
09.2022 	198349 	3148633 	1440 	 	สร 	
09.2022 	198349 	3148628 	3744 	 	สร 	
09.2022 	198349 	3149926 	144 	 	สร 	
09.2022 	198349 	3210428 	1120,8 	 	สร 	
09.2022 	198349 	3257068 	240 	 	สร 	
09.2022 	198349 	3257615 	1440 	 	สร 	
09.2022 	198349 	3257066 	3120 	 	สร 	
09.2022 	198349 	19443 	25425,9 	 	สร 	
09.2022 	198349 	19447 	22349,46 	 	สร 	
09.2022 	198349 	19196 	28372,57 	 	สร 	
09.2022 	198349 	19193 	386836,64 	 	สร 	
09.2022 	198349 	225279 	13040,76 	 	สร 	
09.2022 	198349 	19436 	16782,97 	 	สร 	
09.2022 	198349 	19186 	15734,4 	 	สร 	
09.2022 	198349 	19432 	488,4 	 	สร 	
09.2022 	198349 	19300 	24778,985 	 	สร 	
09.2022 	198349 	19299 	38432,25 	 	สร 	
09.2022 	198349 	189371 	1722,6 	 	สร 	
09.2022 	198349 	157673 	2167,56 	 	สร 	
09.2022 	198349 	19309 	19429,98 	 	สร 	
09.2022 	198349 	19306 	46095 	 	สร 	
09.2022 	198349 	1552345 	39,87 	 	สร 	
09.2022 	198349 	1552367 	505,02 	 	สร 	
09.2022 	198349 	1552390 	14122,5 	 	สร 	
09.2022 	198349 	1595288 	7146,6 	 	สร 	
09.2022 	198349 	1553213 	4658,42 	 	สร 	
09.2022 	198349 	1478461 	30,485 	 	สร 	
09.2022 	198349 	1607013 	114,615 	 	สร 	
09.2022 	198349 	1606368 	445,725 	 	สร 	
09.2022 	198349 	1661934 	2359,8 	 	สร 	
09.2022 	198349 	1612617 	2370,035 	 	สร 	
09.2022 	198349 	1660846 	588,6 	 	สร 	
09.2022 	198349 	1661933 	4725 	 	สร 	
09.2022 	198349 	1660838 	691,65 	 	สร 	
09.2022 	198349 	1722441 	235,17 	 	สร 	
09.2022 	198349 	1728066 	7704,45 	 	สร 	
09.2022 	198349 	1779669 	12,735 	 	สร 	
09.2022 	198349 	207480 	63,675 	 	สร 	
09.2022 	198349 	1712952 	457,275 	 	สร 	
09.2022 	198349 	3037346 	383,4 	 	สร 	
09.2022 	198349 	3045852 	315 	 	สร 	
09.2022 	198349 	1599942 	153,36 	 	สร 	
09.2022 	198349 	1558865 	291,39 	 	สร 	
09.2022 	198349 	3194698 	178,71 	 	สร 	
09.2022 	198349 	3190348 	296,01 	 	สร 	
09.2022 	198349 	227065 	4,445 	 	สร 	
09.2022 	198349 	3156672 	13,17 	 	สร 	
09.2022 	198349 	3347071 	22315,5 	 	สร 	
09.2022 	198349 	3347423 	1181,25 	 	สร 	
09.2022 	198349 	3347069 	5166,45 	 	สร 	
09.2022 	198349 	3347068 	13068 	 	สร 	
09.2022 	198349 	3347418 	7787,64 	 	สร 	
09.2022 	198349 	227082 	287,1 	 	สร 	
09.2022 	198349 	3347416 	2484,74 	 	สร 	
09.2022 	198349 	227089 	239,22 	 	สร 	
09.2022 	198349 	1372207 	155,52 	 	สร 	
09.2022 	198349 	3152433 	444,72 	 	สร 	
09.2022 	198349 	3356415 	1161 	 	สร 	
09.2022 	198349 	3347421 	51,84 	 	สร 	
09.2022 	198349 	3355537 	4067,52 	 	สร 	
09.2022 	198349 	1697778 	398,7 	 	สร 	
09.2022 	198349 	3190873 	13,29 	 	สร 	
09.2022 	198349 	1559930 	465,15 	 	สร 	
09.2022 	198349 	3416303 	820,755 	 	สร 	
09.2022 	198349 	1396895 	159,66 	 	สร 	
09.2022 	198349 	225380 	392,92 	 	สร 	
09.2022 	198349 	225381 	1300,86 	 	สร 	
09.2022 	198349 	3046442 	313,2 	 	สร 	
09.2022 	198349 	3046454 	719,96 	 	สร 	
09.2022 	198349 	1685790 	237,72 	 	สร 	
09.2022 	198349 	1686401 	87,4 	 	สร 	
