12.2022	119388	13119	140,400		สร				
12.2022	119388	202015	46,800		สร				
12.2022	119388	202014	324,000		สร				
12.2022	119388	3477871	15139,160		สร				
01.12.2022	119388	203899	50400,000		สร				
01.12.2022	119388	199904	9360,000		สร				
01.12.2022	119388	201198	9350,000		สร				
02.12.2022	119388	203899	82080,000		สร				
02.12.2022	119388	3188042	501,200		สร				
02.12.2022	119388	3483299	9625,000		สร				
03.12.2022	119388	203899	14940,000		สร				
03.12.2022	119388	3052007	4176,000		สร				
03.12.2022	119388	3257035	288,000		สร				
03.12.2022	119388	3004673	3400,000		สร				
03.12.2022	119388	3435821	54250,000		สร				
03.12.2022	119388	1599727	8160,000		สร				
03.12.2022	119388	3440167	171,400		สร				
04.12.2022	119388	3435821	25550,000		สร				
04.12.2022	119388	3141887	20230,000		สร				
04.12.2022	119388	3477211	19440,000		สร				
04.12.2022	119388	187432	10915,000		สร				
05.12.2022	119388	3449068	66200,000		สร				
05.12.2022	119388	3449065	79400,000		สร				
05.12.2022	119388	3477211	22860,000		สร				
05.12.2022	119388	3093025	20400,000		สร				
05.12.2022	119388	3132623	510,000		สร				
05.12.2022	119388	1461859	17850,000		สร				
05.12.2022	119388	3189071	796,800		สร				
05.12.2022	119388	3456454	7920,000		สร				
05.12.2022	119388	3141887	20230,000		สร				
05.12.2022	119388	3483534	15750,000		สร				
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
									
